,response_mode,id,url,name,serial_number,is_placeholder,image,in_space,time_in_space,time_docked,flights_count,mission_ends_count,status,description,spacecraft_config,fastest_turnaround
24,normal,453,https://lldev.thespacedevs.com/2.3.0/spacecraft/453/,RSS First Step,2.0-2,False,"{'id': 2153, 'name': 'NS-19 Capsule First Step landed', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/ns-19_capsule_f_image_20240812145125.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/ns-19_capsule_f_image_thumbnail_20240812145126.jpeg', 'credit': 'Blue Origin', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}",False,PT2H43M2S,P0D,16,16,"{'id': 1, 'name': 'Active'}","First Blue Origin New Shepard Crew Capsule 2.0 to carry human passengers. This capsule is outfitted with improvements to environmental features such as acoustics and temperature regulation inside the capsule, crew display panels, and speakers with a microphone and push-to-talk button at each seat.","{'response_mode': 'normal', 'id': 21, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/21/', 'name': 'Crew Capsule 2.0', 'type': {'id': 2, 'name': 'Capsule'}, 'agency': {'response_mode': 'list', 'id': 141, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/141/', 'name': 'Blue Origin', 'abbrev': 'BO', 'type': {'id': 3, 'name': 'Commercial'}}, 'family': [{'response_mode': 'normal', 'id': 5, 'name': 'New Shepard Crew Capsule', 'description': 'Capsules built for suborbital human spaceflight on New Shepard', 'manufacturer': {'response_mode': 'list', 'id': 141, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/141/', 'name': 'Blue Origin', 'abbrev': 'BO', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': None, 'maiden_flight': '2015-04-29'}], 'in_use': True, 'image': {'id': 1907, 'name': 'New Shepard M7 H. G. Wells landed', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/crew2520capsule25202.0_image_20190309095011.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194115.jpeg', 'credit': 'Blue Origin', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",P59DT1M42S
25,normal,623,https://lldev.thespacedevs.com/2.3.0/spacecraft/623/,HTV-X1,HTV-X1,False,"{'id': 2566, 'name': 'HTV-X in space (First Flight)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/htv-x_in_space__image_20251122191933.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/htv-x_in_space__image_thumbnail_20251122191934.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}",False,P212DT14H9M45S,P127DT21H17M,1,1,"{'id': 1, 'name': 'Active'}",Spacecraft used for the maiden flight of the HTV-X Cargo Resupply Vehicle.,"{'response_mode': 'normal', 'id': 47, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/47/', 'name': 'HTV-X', 'type': {'id': 4, 'name': 'Cargo Resupply'}, 'agency': {'response_mode': 'list', 'id': 37, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/37/', 'name': 'Japan Aerospace Exploration Agency', 'abbrev': 'JAXA', 'type': {'id': 1, 'name': 'Government'}}, 'family': [{'response_mode': 'normal', 'id': 4, 'name': 'HTV', 'description': 'The H-II Transfer Vehicle (HTV), also called Kounotori, is an expendable, automated cargo spacecraft used to resupply the International Space Station', 'manufacturer': {'response_mode': 'list', 'id': 37, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/37/', 'name': 'Japan Aerospace Exploration Agency', 'abbrev': 'JAXA', 'type': {'id': 1, 'name': 'Government'}}, 'parent': None, 'maiden_flight': '2009-09-10'}], 'in_use': True, 'image': {'id': 2566, 'name': 'HTV-X in space (First Flight)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/htv-x_in_space__image_20251122191933.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/htv-x_in_space__image_thumbnail_20251122191934.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}}",
26,normal,624,https://lldev.thespacedevs.com/2.3.0/spacecraft/624/,Shenzhou 22,22,False,"{'id': 1926, 'name': '[AUTO] Shenzhou - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/shenzhou_image_20190207032522.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194145.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}",False,P185DT7H59M15S,P184DT22H54M,1,1,"{'id': 4, 'name': 'Single Use'}","Spacecraft to be launched without crew to replace Shenzhou 20 that was damaged by orbital debris on the descent module porthole window, and thus deemed unsuitable for crew re-entry. The spacecraft will later return three Chinese astronauts on the 10th flight to the Chinese Space Station back to Earth, after launching on Shenzhou 21.","{'response_mode': 'normal', 'id': 2, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/2/', 'name': 'Shenzhou', 'type': {'id': 2, 'name': 'Capsule'}, 'agency': {'response_mode': 'list', 'id': 17, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/17/', 'name': 'China National Space Administration', 'abbrev': 'CNSA', 'type': {'id': 1, 'name': 'Government'}}, 'family': [], 'in_use': True, 'image': {'id': 1926, 'name': '[AUTO] Shenzhou - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/shenzhou_image_20190207032522.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194145.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",
27,normal,560,https://lldev.thespacedevs.com/2.3.0/spacecraft/560/,Chinese Reusable Space Vehicle,,False,,True,P706DT11H32M35S,P0D,4,3,"{'id': 1, 'name': 'Active'}","First Chinese reusable spacecraft, apparently a spaceplane with wings per a photo taken by a US satellite. No public information of it is available.

Its official name is ""Chongfu Shiyong Shiyan Hangtian Qi"", meaning ""Reusable Experimental Spacecraft"".

Note: It is unknown how many flight vehicles have been built and flown.","{'response_mode': 'normal', 'id': 31, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/31/', 'name': 'Chinese Reusable Space Vehicle', 'type': {'id': 3, 'name': 'Spaceplane'}, 'agency': {'response_mode': 'list', 'id': 88, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/88/', 'name': 'China Aerospace Science and Technology Corporation', 'abbrev': 'CASC', 'type': {'id': 1, 'name': 'Government'}}, 'family': [], 'in_use': True, 'image': None}",P220DT13H52M
28,normal,453,https://lldev.thespacedevs.com/2.3.0/spacecraft/453/,RSS First Step,2.0-2,False,"{'id': 2153, 'name': 'NS-19 Capsule First Step landed', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/ns-19_capsule_f_image_20240812145125.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/ns-19_capsule_f_image_thumbnail_20240812145126.jpeg', 'credit': 'Blue Origin', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}",False,PT2H43M2S,P0D,16,16,"{'id': 1, 'name': 'Active'}","First Blue Origin New Shepard Crew Capsule 2.0 to carry human passengers. This capsule is outfitted with improvements to environmental features such as acoustics and temperature regulation inside the capsule, crew display panels, and speakers with a microphone and push-to-talk button at each seat.","{'response_mode': 'normal', 'id': 21, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/21/', 'name': 'Crew Capsule 2.0', 'type': {'id': 2, 'name': 'Capsule'}, 'agency': {'response_mode': 'list', 'id': 141, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/141/', 'name': 'Blue Origin', 'abbrev': 'BO', 'type': {'id': 3, 'name': 'Commercial'}}, 'family': [{'response_mode': 'normal', 'id': 5, 'name': 'New Shepard Crew Capsule', 'description': 'Capsules built for suborbital human spaceflight on New Shepard', 'manufacturer': {'response_mode': 'list', 'id': 141, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/141/', 'name': 'Blue Origin', 'abbrev': 'BO', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': None, 'maiden_flight': '2015-04-29'}], 'in_use': True, 'image': {'id': 1907, 'name': 'New Shepard M7 H. G. Wells landed', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/crew2520capsule25202.0_image_20190309095011.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194115.jpeg', 'credit': 'Blue Origin', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",P59DT1M42S
29,normal,629,https://lldev.thespacedevs.com/2.3.0/spacecraft/629/,Shenzhou 23,23,False,"{'id': 1926, 'name': '[AUTO] Shenzhou - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/shenzhou_image_20190207032522.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194145.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}",True,P55DT10H34M12S,P55DT6H57M48S,1,0,"{'id': 4, 'name': 'Single Use'}",Spacecraft used to launch 3 astronauts on the 11th crewed mission to the Chinese Space Station.,"{'response_mode': 'normal', 'id': 2, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/2/', 'name': 'Shenzhou', 'type': {'id': 2, 'name': 'Capsule'}, 'agency': {'response_mode': 'list', 'id': 17, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/17/', 'name': 'China National Space Administration', 'abbrev': 'CNSA', 'type': {'id': 1, 'name': 'Government'}}, 'family': [], 'in_use': True, 'image': {'id': 1926, 'name': '[AUTO] Shenzhou - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/shenzhou_image_20190207032522.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194145.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",
30,normal,551,https://lldev.thespacedevs.com/2.3.0/spacecraft/551/,Crew Dragon Freedom,C212,False,"{'id': 1181, 'name': 'Crew Dragon docking', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_dm-2_cre_image_20200504065311.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305191923.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}",True,P528DT6H17M2S,P519DT10H9M42S,5,4,"{'id': 1, 'name': 'Active'}",Crew Dragon spacecraft first used for Crew-4.,"{'response_mode': 'normal', 'id': 6, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/6/', 'name': 'Crew Dragon 2', 'type': {'id': 2, 'name': 'Capsule'}, 'agency': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'family': [{'response_mode': 'normal', 'id': 6, 'name': 'Dragon', 'description': 'Dragon is a family of spacecraft developed and produced by American private space transportation company SpaceX.', 'manufacturer': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': None, 'maiden_flight': '2010-12-08'}, {'response_mode': 'normal', 'id': 7, 'name': 'Dragon 2', 'description': 'Dragon 2 is a family of spacecraft developed and produced by American private space transportation company SpaceX. It was redesigned for human spaceflight, and is capable of docking to the ISS.', 'manufacturer': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': {'response_mode': 'list', 'id': 6, 'name': 'Dragon'}, 'maiden_flight': '2019-03-02'}], 'in_use': True, 'image': {'id': 1181, 'name': 'Crew Dragon docking', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_dm-2_cre_image_20200504065311.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305191923.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}}",P219DT42M6S
31,normal,628,https://lldev.thespacedevs.com/2.3.0/spacecraft/628/,Progress MS-34,MS-34 (No.464),False,"{'id': 1924, 'name': '[AUTO] Progress-MS - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/progress-ms_image_20231219150735.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194142.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}",True,P84DT3H21M1S,P82DT1H42M,1,0,"{'id': 1, 'name': 'Active'}",Progress MS-34 is a Progress spacecraft used by Roscosmos to resupply the International Space Station (ISS).,"{'response_mode': 'normal', 'id': 33, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/33/', 'name': 'Progress-MS', 'type': {'id': 4, 'name': 'Cargo Resupply'}, 'agency': {'response_mode': 'list', 'id': 63, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/63/', 'name': 'Russian Federal Space Agency (ROSCOSMOS)', 'abbrev': 'RFSA', 'type': {'id': 1, 'name': 'Government'}}, 'family': [{'response_mode': 'normal', 'id': 2, 'name': 'Progress', 'description': 'The Progress is a Russian expendable cargo spacecraft. Its purpose is to deliver the supplies needed to sustain a human presence in orbit.', 'manufacturer': {'response_mode': 'list', 'id': 1000, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/1000/', 'name': 'Energia', 'abbrev': 'OKB-1', 'type': {'id': 1, 'name': 'Government'}}, 'parent': None, 'maiden_flight': '1978-01-20'}], 'in_use': True, 'image': {'id': 1924, 'name': '[AUTO] Progress-MS - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/progress-ms_image_20231219150735.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194142.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",
32,normal,625,https://lldev.thespacedevs.com/2.3.0/spacecraft/625/,Progress MS-33,MS-33 (No.463),False,"{'id': 1924, 'name': '[AUTO] Progress-MS - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/progress-ms_image_20231219150735.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194142.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}",True,P118DT13H42M57S,P116DT12H2M4S,1,0,"{'id': 1, 'name': 'Active'}",Progress MS-33 is a Progress spacecraft used by Roscosmos to resupply the International Space Station (ISS).,"{'response_mode': 'normal', 'id': 33, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/33/', 'name': 'Progress-MS', 'type': {'id': 4, 'name': 'Cargo Resupply'}, 'agency': {'response_mode': 'list', 'id': 63, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/63/', 'name': 'Russian Federal Space Agency (ROSCOSMOS)', 'abbrev': 'RFSA', 'type': {'id': 1, 'name': 'Government'}}, 'family': [{'response_mode': 'normal', 'id': 2, 'name': 'Progress', 'description': 'The Progress is a Russian expendable cargo spacecraft. Its purpose is to deliver the supplies needed to sustain a human presence in orbit.', 'manufacturer': {'response_mode': 'list', 'id': 1000, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/1000/', 'name': 'Energia', 'abbrev': 'OKB-1', 'type': {'id': 1, 'name': 'Government'}}, 'parent': None, 'maiden_flight': '1978-01-20'}], 'in_use': True, 'image': {'id': 1924, 'name': '[AUTO] Progress-MS - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/progress-ms_image_20231219150735.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194142.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",
33,normal,626,https://lldev.thespacedevs.com/2.3.0/spacecraft/626/,Cygnus CRS NG-24 (S.S. Steven R. Nagel),,False,"{'id': 1910, 'name': 'Cygnus Enhanced', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/cygnus2520enhanced_image_20190207032513.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194119.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': False, 'variants': []}",True,P98DT14H1M27S,P96DT8H22M48S,1,0,"{'id': 4, 'name': 'Single Use'}",This is the twenty-third flight to the ISS by the Cygnus spacecraft under the CRS program and their 12th under the CRS-2 program. This is also the 19th use of the enhanced size Cygnus.,"{'response_mode': 'normal', 'id': 19, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/19/', 'name': 'Cygnus Enhanced', 'type': {'id': 4, 'name': 'Cargo Resupply'}, 'agency': {'response_mode': 'list', 'id': 257, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/257/', 'name': 'Northrop Grumman Space Systems', 'abbrev': 'NGSS', 'type': {'id': 3, 'name': 'Commercial'}}, 'family': [{'response_mode': 'normal', 'id': 3, 'name': 'Cygnus', 'description': ""Cygnus is an expendable American cargo spacecraft developed by Orbital Sciences Corporation but manufactured and launched by Northrop Grumman Space Systems as part of NASA's Commercial Resupply Services (CRS) program"", 'manufacturer': {'response_mode': 'list', 'id': 257, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/257/', 'name': 'Northrop Grumman Space Systems', 'abbrev': 'NGSS', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': None, 'maiden_flight': '2013-09-18'}], 'in_use': True, 'image': {'id': 1910, 'name': 'Cygnus Enhanced', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/cygnus2520enhanced_image_20190207032513.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194119.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': False, 'variants': []}}",
34,normal,452,https://lldev.thespacedevs.com/2.3.0/spacecraft/452/,Crew Dragon,TBD,True,"{'id': 1181, 'name': 'Crew Dragon docking', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_dm-2_cre_image_20200504065311.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305191923.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}",False,P0D,P0D,0,0,"{'id': 1, 'name': 'Active'}",The specific spacecraft for this launch is currently unknown.,"{'response_mode': 'normal', 'id': 6, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/6/', 'name': 'Crew Dragon 2', 'type': {'id': 2, 'name': 'Capsule'}, 'agency': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'family': [{'response_mode': 'normal', 'id': 6, 'name': 'Dragon', 'description': 'Dragon is a family of spacecraft developed and produced by American private space transportation company SpaceX.', 'manufacturer': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': None, 'maiden_flight': '2010-12-08'}, {'response_mode': 'normal', 'id': 7, 'name': 'Dragon 2', 'description': 'Dragon 2 is a family of spacecraft developed and produced by American private space transportation company SpaceX. It was redesigned for human spaceflight, and is capable of docking to the ISS.', 'manufacturer': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': {'response_mode': 'list', 'id': 6, 'name': 'Dragon'}, 'maiden_flight': '2019-03-02'}], 'in_use': True, 'image': {'id': 1181, 'name': 'Crew Dragon docking', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_dm-2_cre_image_20200504065311.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305191923.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}}",
35,normal,627,https://lldev.thespacedevs.com/2.3.0/spacecraft/627/,Tianzhou-10,10,False,"{'id': 1937, 'name': '[AUTO] Tianzhou - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/tianzhou_image_20210513100807.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194204.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}",True,P69DT1H28M16S,P68DT20H31M48S,1,0,"{'id': 4, 'name': 'Single Use'}",Tenth operational Tianzhou spacecraft.,"{'response_mode': 'normal', 'id': 25, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/25/', 'name': 'Tianzhou', 'type': {'id': 4, 'name': 'Cargo Resupply'}, 'agency': {'response_mode': 'list', 'id': 88, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/88/', 'name': 'China Aerospace Science and Technology Corporation', 'abbrev': 'CASC', 'type': {'id': 1, 'name': 'Government'}}, 'family': [], 'in_use': True, 'image': {'id': 1937, 'name': '[AUTO] Tianzhou - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/tianzhou_image_20210513100807.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305194204.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",
36,normal,474,https://lldev.thespacedevs.com/2.3.0/spacecraft/474/,Cargo Dragon C209,C209,False,"{'id': 1086, 'name': 'Cargo Dragon docking', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/crs-28_dragon_d_image_20230530191602.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305191606.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}",False,P208DT13H41M20S,P193DT7H13M23S,6,6,"{'id': 1, 'name': 'Active'}",Second Cargo Dragon 2,"{'response_mode': 'normal', 'id': 7, 'url': 'https://lldev.thespacedevs.com/2.3.0/spacecraft_configurations/7/', 'name': 'Cargo Dragon 2', 'type': {'id': 2, 'name': 'Capsule'}, 'agency': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'family': [{'response_mode': 'normal', 'id': 6, 'name': 'Dragon', 'description': 'Dragon is a family of spacecraft developed and produced by American private space transportation company SpaceX.', 'manufacturer': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': None, 'maiden_flight': '2010-12-08'}, {'response_mode': 'normal', 'id': 7, 'name': 'Dragon 2', 'description': 'Dragon 2 is a family of spacecraft developed and produced by American private space transportation company SpaceX. It was redesigned for human spaceflight, and is capable of docking to the ISS.', 'manufacturer': {'response_mode': 'list', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}}, 'parent': {'response_mode': 'list', 'id': 6, 'name': 'Dragon'}, 'maiden_flight': '2019-03-02'}], 'in_use': True, 'image': {'id': 1086, 'name': 'Cargo Dragon docking', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/crs-28_dragon_d_image_20230530191602.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305191606.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}}",P164DT6H38M8S
