,response_mode,id,name,type,manufacturer,operator,wiki_link,info_link,program,cost,mass,description
0,normal,50,Starfall Demo,"{'id': 12, 'name': 'Re-Entry Demonstrator'}","{'response_mode': 'normal', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}, 'featured': True, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'Space Exploration Technologies Corp., known as SpaceX, is an American aerospace manufacturer and space transport services company headquartered in Hawthorne, California. It was founded in 2002 by entrepreneur Elon Musk with the goal of reducing space transportation costs and enabling the colonization of Mars. SpaceX operates from many pads, on the East Coast of the US they operate from SLC-40 at Cape Canaveral Space Force Station and historic LC-39A at Kennedy Space Center. They also operate from SLC-4E at Vandenberg Space Force Base, California, usually for polar launches. Another launch site is being developed at Boca Chica, Texas.', 'administrator': 'CEO: Elon Musk', 'founding_year': 2002, 'launchers': 'Falcon | Starship', 'spacecraft': 'Dragon', 'parent': None, 'image': {'id': 1736, 'name': 'Falcon 9 liftoff from LC-39A', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_image_20230807133459.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193628.jpeg', 'credit': 'SpaceX', 'license': {'id': 5, 'name': 'CC BY-NC 2.0', 'priority': 1, 'link': 'https://creativecommons.org/licenses/by-nc/2.0/'}, 'single_use': False, 'variants': []}, 'logo': {'id': 186, 'name': 'SpaceX logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_logo_20220826094919.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305185138.png', 'credit': 'SpaceX', 'license': {'id': 5, 'name': 'CC BY-NC 2.0', 'priority': 1, 'link': 'https://creativecommons.org/licenses/by-nc/2.0/'}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 94, 'name': 'SpaceX social logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_social_l_image_20260407054626.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_social_l_image_thumbnail_20260407054626.jpeg', 'credit': 'SpaceX', 'license': {'id': 5, 'name': 'CC BY-NC 2.0', 'priority': 1, 'link': 'https://creativecommons.org/licenses/by-nc/2.0/'}, 'single_use': True, 'variants': []}}","{'response_mode': 'normal', 'id': 121, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/121/', 'name': 'SpaceX', 'abbrev': 'SpX', 'type': {'id': 3, 'name': 'Commercial'}, 'featured': True, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'Space Exploration Technologies Corp., known as SpaceX, is an American aerospace manufacturer and space transport services company headquartered in Hawthorne, California. It was founded in 2002 by entrepreneur Elon Musk with the goal of reducing space transportation costs and enabling the colonization of Mars. SpaceX operates from many pads, on the East Coast of the US they operate from SLC-40 at Cape Canaveral Space Force Station and historic LC-39A at Kennedy Space Center. They also operate from SLC-4E at Vandenberg Space Force Base, California, usually for polar launches. Another launch site is being developed at Boca Chica, Texas.', 'administrator': 'CEO: Elon Musk', 'founding_year': 2002, 'launchers': 'Falcon | Starship', 'spacecraft': 'Dragon', 'parent': None, 'image': {'id': 1736, 'name': 'Falcon 9 liftoff from LC-39A', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/falcon_9_image_20230807133459.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193628.jpeg', 'credit': 'SpaceX', 'license': {'id': 5, 'name': 'CC BY-NC 2.0', 'priority': 1, 'link': 'https://creativecommons.org/licenses/by-nc/2.0/'}, 'single_use': False, 'variants': []}, 'logo': {'id': 186, 'name': 'SpaceX logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_logo_20220826094919.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305185138.png', 'credit': 'SpaceX', 'license': {'id': 5, 'name': 'CC BY-NC 2.0', 'priority': 1, 'link': 'https://creativecommons.org/licenses/by-nc/2.0/'}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 94, 'name': 'SpaceX social logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_social_l_image_20260407054626.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/spacex_social_l_image_thumbnail_20260407054626.jpeg', 'credit': 'SpaceX', 'license': {'id': 5, 'name': 'CC BY-NC 2.0', 'priority': 1, 'link': 'https://creativecommons.org/licenses/by-nc/2.0/'}, 'single_use': True, 'variants': []}}",,,[],,,First Starfall Spacecraft to be tested on a Falcon 9 launch.
1,normal,23,Blue (EscaPADE),"{'id': 9, 'name': 'Orbiter'}","{'response_mode': 'normal', 'id': 147, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/147/', 'name': 'Rocket Lab', 'abbrev': 'RL', 'type': {'id': 3, 'name': 'Commercial'}, 'featured': True, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'Rocket Lab is an American aerospace manufacturer with a wholly owned New Zealand subsidiary. The company develops lightweight, cost-effective commercial rocket launch services. The Electron Program was founded on the premise that small payloads such as CubeSats require dedicated small launch vehicles and flexibility not currently offered by traditional rocket systems. Its rocket, the Electron, is a light-weight rocket and is now operating commercially. The company is also producing a variety of spacecrafts and spacecrafts components.', 'administrator': 'CEO: Peter Beck', 'founding_year': 2006, 'launchers': 'Electron', 'spacecraft': '', 'parent': None, 'image': {'id': 24, 'name': '[AUTO] Rocket Lab - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/rocket2520lab2520ltd_image_20190207032456.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184649.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'logo': {'id': 176, 'name': '[AUTO] Rocket Lab - logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/rocket2520lab2520ltd_logo_20220218075411.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305185115.png', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 88, 'name': '[AUTO] Rocket Lab - social_logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/rocket2520lab2520ltd_nation_20230531050352.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184840.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}","{'response_mode': 'normal', 'id': 44, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/44/', 'name': 'National Aeronautics and Space Administration', 'abbrev': 'NASA', 'type': {'id': 1, 'name': 'Government'}, 'featured': True, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'The National Aeronautics and Space Administration is an independent agency of the executive branch of the United States federal government responsible for the civilian space program, as well as aeronautics and aerospace research. NASA have many launch facilities but most are inactive. The most commonly used pad will be LC-39B at Kennedy Space Center in Florida.', 'administrator': 'Administrator: Jared Isaacman', 'founding_year': 1958, 'launchers': 'Space Shuttle | SLS', 'spacecraft': 'Orion', 'parent': None, 'image': {'id': 19, 'name': '[AUTO] National Aeronautics and Space Administration - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/national2520aeronautics2520and2520space2520administration_image_20190207032448.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184631.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'logo': {'id': 161, 'name': '[AUTO] National Aeronautics and Space Administration - logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/national2520aeronautics2520and2520space2520administration_logo_20190207032448.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305185043.png', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 76, 'name': '[AUTO] National Aeronautics and Space Administration - social_logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/national2520aeronautics2520and2520space2520administration_nation_20230803040809.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184823.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",https://en.wikipedia.org/wiki/EscaPADE,https://science.nasa.gov/mission/escapade/,"[{'response_mode': 'list', 'id': 39, 'url': 'https://lldev.thespacedevs.com/2.3.0/programs/39/', 'name': 'Small Innovative Missions for Planetary Exploration', 'image': None, 'info_url': 'https://soma.larc.nasa.gov/simplex/', 'wiki_url': 'https://en.wikipedia.org/wiki/Small_Innovative_Missions_for_Planetary_Exploration'}]",,550.0,"Each identical EscaPADE spacecraft has a dry mass of ~200 kg, with a wet mass of <550 kg. The spacecraft bus is originally adapted from the Rocket Lab Explorer (Photon) third stage and is approximately 60 x 70 x 90 cm. The spacecraft is powered by two 480 x 70 cm solar array wings. Chemical propulsion is provided by thrusters from ArianeSpace. Reaction wheels, inertial measurement units, and staQr trackers are used to maintain orientation, with cold gas thrusters to desaturate the wheels. Communications are in X-band via a 60 cm diameter dish antenna. A 200 cm boom extends above the spacecraft, hosting the EMAG and ELP mNLP sensors."
2,normal,24,Gold (EscaPADE),"{'id': 9, 'name': 'Orbiter'}","{'response_mode': 'normal', 'id': 147, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/147/', 'name': 'Rocket Lab', 'abbrev': 'RL', 'type': {'id': 3, 'name': 'Commercial'}, 'featured': True, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'Rocket Lab is an American aerospace manufacturer with a wholly owned New Zealand subsidiary. The company develops lightweight, cost-effective commercial rocket launch services. The Electron Program was founded on the premise that small payloads such as CubeSats require dedicated small launch vehicles and flexibility not currently offered by traditional rocket systems. Its rocket, the Electron, is a light-weight rocket and is now operating commercially. The company is also producing a variety of spacecrafts and spacecrafts components.', 'administrator': 'CEO: Peter Beck', 'founding_year': 2006, 'launchers': 'Electron', 'spacecraft': '', 'parent': None, 'image': {'id': 24, 'name': '[AUTO] Rocket Lab - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/rocket2520lab2520ltd_image_20190207032456.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184649.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'logo': {'id': 176, 'name': '[AUTO] Rocket Lab - logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/rocket2520lab2520ltd_logo_20220218075411.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305185115.png', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 88, 'name': '[AUTO] Rocket Lab - social_logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/rocket2520lab2520ltd_nation_20230531050352.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184840.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}","{'response_mode': 'normal', 'id': 44, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/44/', 'name': 'National Aeronautics and Space Administration', 'abbrev': 'NASA', 'type': {'id': 1, 'name': 'Government'}, 'featured': True, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'The National Aeronautics and Space Administration is an independent agency of the executive branch of the United States federal government responsible for the civilian space program, as well as aeronautics and aerospace research. NASA have many launch facilities but most are inactive. The most commonly used pad will be LC-39B at Kennedy Space Center in Florida.', 'administrator': 'Administrator: Jared Isaacman', 'founding_year': 1958, 'launchers': 'Space Shuttle | SLS', 'spacecraft': 'Orion', 'parent': None, 'image': {'id': 19, 'name': '[AUTO] National Aeronautics and Space Administration - image', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/national2520aeronautics2520and2520space2520administration_image_20190207032448.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184631.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'logo': {'id': 161, 'name': '[AUTO] National Aeronautics and Space Administration - logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/national2520aeronautics2520and2520space2520administration_logo_20190207032448.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305185043.png', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 76, 'name': '[AUTO] National Aeronautics and Space Administration - social_logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/national2520aeronautics2520and2520space2520administration_nation_20230803040809.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184823.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",https://en.wikipedia.org/wiki/EscaPADE,https://science.nasa.gov/mission/escapade/,"[{'response_mode': 'list', 'id': 39, 'url': 'https://lldev.thespacedevs.com/2.3.0/programs/39/', 'name': 'Small Innovative Missions for Planetary Exploration', 'image': None, 'info_url': 'https://soma.larc.nasa.gov/simplex/', 'wiki_url': 'https://en.wikipedia.org/wiki/Small_Innovative_Missions_for_Planetary_Exploration'}]",,550.0,"Each identical EscaPADE spacecraft has a dry mass of ~200 kg, with a wet mass of <550 kg. The spacecraft bus is originally adapted from the Rocket Lab Explorer (Photon) third stage and is approximately 60 x 70 x 90 cm. The spacecraft is powered by two 480 x 70 cm solar array wings. Chemical propulsion is provided by thrusters from ArianeSpace. Reaction wheels, inertial measurement units, and staQr trackers are used to maintain orientation, with cold gas thrusters to desaturate the wheels. Communications are in X-band via a 60 cm diameter dish antenna. A 200 cm boom extends above the spacecraft, hosting the EMAG and ELP mNLP sensors."
3,normal,47,ViaSat-3 F3,"{'id': 14, 'name': 'Communication'}","{'response_mode': 'normal', 'id': 80, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/80/', 'name': 'Boeing', 'abbrev': 'BA', 'type': {'id': 3, 'name': 'Commercial'}, 'featured': False, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'Boeing as a space agency has recently provided NASA with assistance on sending humans to the ISS from American with both their construction of the CST-100 Starliner crew capsule and their work on the SLS Avionics to return to the moon and beyond. Their ventures in GPS satellite systems and Tracking and Data Relay Satellites provide information about earth-orbiting craft to stations on the ground. They also enable research on the ISS and will be helping with the construction of the Lunar Gateway.', 'administrator': 'CEO: Kelly Ortberg', 'founding_year': 1916, 'launchers': 'SLS', 'spacecraft': 'Starliner', 'parent': None, 'image': None, 'logo': {'id': 117, 'name': '[AUTO] Boeing - logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/boeing_logo_20201128183345.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184923.png', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 46, 'name': '[AUTO] Boeing - social_logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/boeing_nation_20230804083022.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184740.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}","{'response_mode': 'normal', 'id': 1062, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/1062/', 'name': 'Viasat', 'abbrev': 'VSAT', 'type': {'id': 3, 'name': 'Commercial'}, 'featured': False, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': 'Viasat is an American communications company based in Carlsbad, California, with additional operations across the United States and worldwide. Viasat is a provider of high-speed satellite broadband services and secure networking systems covering military and commercial markets.', 'administrator': 'CEO: Mark D. Dankberg', 'founding_year': 1986, 'launchers': '', 'spacecraft': '', 'parent': None, 'image': None, 'logo': {'id': 195, 'name': '[AUTO] Viasat - logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/viasat_logo_20230807092035.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305185157.png', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}, 'social_logo': {'id': 100, 'name': '[AUTO] Viasat - social_logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/viasat_nation_20230807092035.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305184857.jpeg', 'credit': None, 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",https://en.wikipedia.org/wiki/ViaSat-3,https://www.viasat.com/about/technology/satellite-fleet/viasat-3/,[],,6400.0,The ViaSat 3 series of high capacity broadband satellite for ViaSat Inc consists of three satellites for global coverage.
4,normal,49,LINK,"{'id': 7, 'name': 'In-Orbit Servicing'}","{'response_mode': 'normal', 'id': 1107, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/1107/', 'name': 'Katalyst Space', 'abbrev': 'KTLST', 'type': {'id': 5, 'name': 'Private'}, 'featured': False, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': '', 'administrator': None, 'founding_year': 2020, 'launchers': '', 'spacecraft': 'LINK', 'parent': None, 'image': None, 'logo': {'id': 2773, 'name': 'Katalyst Space logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_20260612074331.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_thumbnail_20260612074331.png', 'credit': 'Katalyst Space', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': [{'id': 19, 'type': {'id': 1, 'name': 'transparent for light background'}, 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/image_variants/dark_25282252_image_20260612074333.png'}, {'id': 20, 'type': {'id': 2, 'name': 'transparent for dark background'}, 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/image_variants/light.png_trans_image_20260612074333.png'}]}, 'social_logo': {'id': 2772, 'name': 'Katalyst Space social logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_20260612074101.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_thumbnail_20260612074101.jpeg', 'credit': 'Katalyst Space', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}","{'response_mode': 'normal', 'id': 1107, 'url': 'https://lldev.thespacedevs.com/2.3.0/agencies/1107/', 'name': 'Katalyst Space', 'abbrev': 'KTLST', 'type': {'id': 5, 'name': 'Private'}, 'featured': False, 'country': [{'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}], 'description': '', 'administrator': None, 'founding_year': 2020, 'launchers': '', 'spacecraft': 'LINK', 'parent': None, 'image': None, 'logo': {'id': 2773, 'name': 'Katalyst Space logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_20260612074331.png', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_thumbnail_20260612074331.png', 'credit': 'Katalyst Space', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': [{'id': 19, 'type': {'id': 1, 'name': 'transparent for light background'}, 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/image_variants/dark_25282252_image_20260612074333.png'}, {'id': 20, 'type': {'id': 2, 'name': 'transparent for dark background'}, 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/image_variants/light.png_trans_image_20260612074333.png'}]}, 'social_logo': {'id': 2772, 'name': 'Katalyst Space social logo', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_20260612074101.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/katalyst_space__image_thumbnail_20260612074101.jpeg', 'credit': 'Katalyst Space', 'license': {'id': 1, 'name': 'Unknown', 'priority': 9, 'link': None}, 'single_use': True, 'variants': []}}",https://en.wikipedia.org/wiki/Swift_rescue_mission,,[],30000000.0,400.0,"Spacecraft designed, built and operated by Katalyst Space as part of the Swift rescue mission"
