,id,response_mode,id,url,name,families,full_name,variant
121,8747,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
122,8746,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
123,8758,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
124,8775,list,128,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/128/,Long March 5,"[{'response_mode': 'list', 'id': 106, 'name': 'Long March'}, {'response_mode': 'list', 'id': 112, 'name': 'Long March 5'}]",Long March 5,
125,7885,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
126,8771,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
127,2540,list,204,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/204/,H3-24,"[{'response_mode': 'list', 'id': 86, 'name': 'H3'}]",H3-24,24
128,8778,list,50,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/50/,Long March 3B/E,"[{'response_mode': 'list', 'id': 106, 'name': 'Long March'}, {'response_mode': 'list', 'id': 110, 'name': 'Long March 3'}]",Long March 3B/E,B/E
129,8760,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
130,8772,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
131,8773,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
132,8559,list,84,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/84/,Long March 2F/G,"[{'response_mode': 'list', 'id': 106, 'name': 'Long March'}, {'response_mode': 'list', 'id': 109, 'name': 'Long March 2'}]",Long March 2F/G,F/G
133,8774,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
134,7988,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
135,2176,list,172,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/172/,LVM-3 (GSLV Mk III),"[{'response_mode': 'list', 'id': 84, 'name': 'GSLV'}]",Launch Vehicle Mark-3 (GSLV Mk III),
136,8781,list,216,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/216/,Long March 7A,"[{'response_mode': 'list', 'id': 106, 'name': 'Long March'}, {'response_mode': 'list', 'id': 114, 'name': 'Long March 7'}]",Long March 7A,A
137,7718,list,121,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/121/,Ariane 62,"[{'response_mode': 'list', 'id': 59, 'name': 'Ariane'}, {'response_mode': 'list', 'id': 62, 'name': 'Ariane 6'}]",Ariane 62,62
138,8544,list,26,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/26/,Electron,[],Electron,
139,8780,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
140,8779,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
141,8790,list,47,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/47/,Long March 11,"[{'response_mode': 'list', 'id': 106, 'name': 'Long March'}, {'response_mode': 'list', 'id': 204, 'name': 'Long March 11'}]",Long March 11,
142,8788,list,483,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/483/,Kinetica 1,[],Kinetica 1,
143,8782,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
144,8789,list,517,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/517/,Long March 12,"[{'response_mode': 'list', 'id': 106, 'name': 'Long March'}, {'response_mode': 'list', 'id': 205, 'name': 'Long March 12'}]",Long March 12,
145,8792,list,461,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/461/,Ceres-1,"[{'response_mode': 'list', 'id': 2, 'name': 'Ceres-1'}]",Ceres-1,Ceres-1
146,8785,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
147,7783,list,138,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/138/,New Glenn,"[{'response_mode': 'list', 'id': 214, 'name': 'New Glenn'}]",New Glenn,
148,145,list,27,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/27/,Atlas V 551,"[{'response_mode': 'list', 'id': 66, 'name': 'Atlas'}, {'response_mode': 'list', 'id': 174, 'name': 'Atlas V'}]",Atlas V 551,551
149,8786,list,164,https://lldev.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5
