,id,url,attempt,success,description,downrange_distance,landing_location,type,spacecraft_id,response_mode,firststage,spacecraftflight,payloadflight
0,1881,https://lldev.thespacedevs.com/2.3.0/landings/1881/,True,True,The Starfall demonstrator has splashed down in the Pacific Ocean after reentering the Earth’s atmosphere.,,"{'id': 18, 'name': 'Pacific Ocean', 'active': True, 'abbrev': 'PAC', 'description': 'Pacific Ocean', 'location': None, 'longitude': None, 'latitude': None, 'image': {'id': 2242, 'name': 'Pacific Ocean from the ISS', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_20240920094534.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_thumbnail_20240920094534.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 53, 'attempted_landings': 55, 'failed_landings': 2, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",,,,,
1,500,https://lldev.thespacedevs.com/2.3.0/landings/500/,True,,The Orion spacecraft will splash down in the Pacific Ocean.,,"{'id': 18, 'name': 'Pacific Ocean', 'active': True, 'abbrev': 'PAC', 'description': 'Pacific Ocean', 'location': None, 'longitude': None, 'latitude': None, 'image': {'id': 2242, 'name': 'Pacific Ocean from the ISS', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_20240920094534.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_thumbnail_20240920094534.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 53, 'attempted_landings': 55, 'failed_landings': 2, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",541.0,,,,
2,1049,https://lldev.thespacedevs.com/2.3.0/landings/1049/,True,,The Starliner spacecraft will land at White Sands Missile Range.,,"{'id': 20, 'name': 'White Sands Missile Range', 'active': True, 'abbrev': 'WSMR', 'description': 'US Army testing area and firing range located in the US state of New Mexico.', 'location': {'response_mode': 'normal', 'id': 155, 'url': 'https://lldev.thespacedevs.com/2.3.0/locations/155/', 'name': 'White Sands Missile Range', 'active': True, 'country': {'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}, 'description': 'White Sands Missile Range is a United States Army military testing area and firing range located in the US state of New Mexico. The range was originally established in 1941 as the Alamogordo Bombing and Gunnery Range, where the Trinity test site lay at the northern end of the Range, in Socorro County near the towns of Carrizozo and San Antonio. It then became the White Sands Proving Ground on 9 July 1945.', 'image': {'id': 2229, 'name': 'Space Shuttle Columbia landing at White Sands (STS-3)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/space_shuttle_c_image_20240920084425.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/space_shuttle_c_image_thumbnail_20240920084425.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}, 'map_image': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/map_images/location_white_sands_missile_range_20210901072636.jpg', 'longitude': -106.405833, 'latitude': 32.335556, 'timezone_name': 'America/Denver', 'total_launch_count': 5, 'total_landing_count': 0}, 'longitude': None, 'latitude': None, 'image': {'id': 2229, 'name': 'Space Shuttle Columbia landing at White Sands (STS-3)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/space_shuttle_c_image_20240920084425.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/space_shuttle_c_image_thumbnail_20240920084425.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': False, 'variants': []}, 'successful_landings': 5, 'attempted_landings': 5, 'failed_landings': 0, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",290.0,,,,
3,499,https://lldev.thespacedevs.com/2.3.0/landings/499/,True,True,The Orion spacecraft Integrity has splashed down in the Pacific Ocean.,,"{'id': 18, 'name': 'Pacific Ocean', 'active': True, 'abbrev': 'PAC', 'description': 'Pacific Ocean', 'location': None, 'longitude': None, 'latitude': None, 'image': {'id': 2242, 'name': 'Pacific Ocean from the ISS', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_20240920094534.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_thumbnail_20240920094534.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 53, 'attempted_landings': 55, 'failed_landings': 2, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",540.0,,,,
4,450,https://lldev.thespacedevs.com/2.3.0/landings/450/,True,,The Dream Chaser spacecraft will autonomously land at the Shuttle Landing Facility of Kennedy Space Center.,11.5,"{'id': 24, 'name': 'Shuttle Landing Facility', 'active': True, 'abbrev': 'KTTS', 'description': 'Airport used for Space Shuttle landings, part of the Kennedy Space Center.', 'location': {'response_mode': 'normal', 'id': 27, 'url': 'https://lldev.thespacedevs.com/2.3.0/locations/27/', 'name': 'Kennedy Space Center, FL, USA', 'active': True, 'country': {'id': 2, 'name': 'United States of America', 'alpha_2_code': 'US', 'alpha_3_code': 'USA', 'nationality_name': 'American', 'nationality_name_composed': 'Americano'}, 'description': ""The John F. Kennedy Space Center, located on Merritt Island, Florida, is one of NASA's ten field centers. Since 1968, KSC has been NASA's primary launch center of American spaceflight, research, and technology. Launch operations for the Apollo, Skylab and Space Shuttle programs were carried out from Kennedy Space Center Launch Complex 39 and managed by KSC. Located on the east coast of Florida, KSC is adjacent to Cape Canaveral Space Force Station (CCSFS)."", 'image': {'id': 2200, 'name': 'Cape Canaveral & KSC seen from orbit (STS-43)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/cape_canaveral__image_20240918151615.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/cape_canaveral__image_thumbnail_20240918151616.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'map_image': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/map_images/location_27_20200803142447.jpg', 'longitude': -80.650833, 'latitude': 28.524167, 'timezone_name': 'America/New_York', 'total_launch_count': 281, 'total_landing_count': 0}, 'longitude': -80.6945, 'latitude': 28.615, 'image': {'id': 1974, 'name': 'Shuttle Landing Facility', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/shuttle_landing_image_20240310170702.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/shuttle_landing_image_thumbnail_20240310170703.jpeg', 'credit': 'NASA/Kim Shiflett', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 81, 'attempted_landings': 82, 'failed_landings': 1, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 6, 'name': 'Horizontal Landing', 'abbrev': 'HL', 'description': 'Horizontal landing on a runway or flat surface.'}",447.0,,,,
5,453,https://lldev.thespacedevs.com/2.3.0/landings/453/,True,,The Gaganyaan spacecraft will splashdown in the Bay of Bengal after this flight.,,"{'id': 31, 'name': 'Bay of Bengal', 'active': True, 'abbrev': 'BB', 'description': 'Northeastern part of the Indian Ocean.', 'location': None, 'longitude': None, 'latitude': None, 'image': {'id': 2231, 'name': 'Bay of Bengal imaged by Terra', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/bay_of_bengal_i_image_20240920090001.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/bay_of_bengal_i_image_thumbnail_20240920090001.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 0, 'attempted_landings': 0, 'failed_landings': 0, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",548.0,,,,
6,454,https://lldev.thespacedevs.com/2.3.0/landings/454/,True,,The Gaganyaan spacecraft will splashdown in the Bay of Bengal after this flight.,,"{'id': 31, 'name': 'Bay of Bengal', 'active': True, 'abbrev': 'BB', 'description': 'Northeastern part of the Indian Ocean.', 'location': None, 'longitude': None, 'latitude': None, 'image': {'id': 2231, 'name': 'Bay of Bengal imaged by Terra', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/bay_of_bengal_i_image_20240920090001.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/bay_of_bengal_i_image_thumbnail_20240920090001.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 0, 'attempted_landings': 0, 'failed_landings': 0, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",549.0,,,,
7,452,https://lldev.thespacedevs.com/2.3.0/landings/452/,True,,The Gaganyaan spacecraft will splashdown in the Bay of Bengal after this flight.,,"{'id': 31, 'name': 'Bay of Bengal', 'active': True, 'abbrev': 'BB', 'description': 'Northeastern part of the Indian Ocean.', 'location': None, 'longitude': None, 'latitude': None, 'image': {'id': 2231, 'name': 'Bay of Bengal imaged by Terra', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/bay_of_bengal_i_image_20240920090001.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/bay_of_bengal_i_image_thumbnail_20240920090001.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 0, 'attempted_landings': 0, 'failed_landings': 0, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",547.0,,,,
8,1667,https://lldev.thespacedevs.com/2.3.0/landings/1667/,True,,The X-37B spaceplane will land at the Shuttle Landing Facility or Vandenberg Space Force Base after this flight.,,"{'id': 12, 'name': 'Unknown', 'active': True, 'abbrev': 'N/A', 'description': None, 'location': None, 'longitude': None, 'latitude': None, 'image': None, 'successful_landings': 0, 'attempted_landings': 0, 'failed_landings': 0, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 6, 'name': 'Horizontal Landing', 'abbrev': 'HL', 'description': 'Horizontal landing on a runway or flat surface.'}",558.0,,,,
9,1246,https://lldev.thespacedevs.com/2.3.0/landings/1246/,True,,The Crew Dragon capsule will splash down in the Pacific Ocean.,,"{'id': 18, 'name': 'Pacific Ocean', 'active': True, 'abbrev': 'PAC', 'description': 'Pacific Ocean', 'location': None, 'longitude': None, 'latitude': None, 'image': {'id': 2242, 'name': 'Pacific Ocean from the ISS', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_20240920094534.jpg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/pacific_ocean_f_image_thumbnail_20240920094534.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'successful_landings': 53, 'attempted_landings': 55, 'failed_landings': 2, 'celestial_body': {'response_mode': 'normal', 'id': 1, 'name': 'Earth', 'type': {'id': 1, 'name': 'Planet'}, 'diameter': 12742000.0, 'mass': 5.972168e+24, 'gravity': 9.80655, 'length_of_day': '1 00:00:00', 'atmosphere': True, 'image': {'id': 2040, 'name': 'Earth (Apollo 17)', 'image_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_20240402194304.jpeg', 'thumbnail_url': 'https://thespacedevs-dev.nyc3.digitaloceanspaces.com/media/images/earth_2528apol_image_thumbnail_20240402194305.jpeg', 'credit': 'NASA', 'license': {'id': 4, 'name': 'NASA Image and Media Guidelines', 'priority': 0, 'link': 'https://www.nasa.gov/nasa-brand-center/images-and-media/'}, 'single_use': True, 'variants': []}, 'description': 'Earth is the third planet from the Sun and the only astronomical object known to harbor life.', 'wiki_url': 'https://en.wikipedia.org/wiki/Earth'}}","{'id': 4, 'name': 'Parachute Landing', 'abbrev': 'PCL', 'description': 'Unpowered landing using parachute(s).'}",452.0,,,,
